Country Name,Country Code,Classification Name,Classification Code,Series Name,Series Code,2017 [YR2017]
Slovakia,SVK,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,0.88519075860848
Slovenia,SVN,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,0.88519075860848
Solomon Islands,SLB,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,7.88739036909183
Somalia,SOM,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,23097.9873219373
South Africa,ZAF,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,13.3337814606369
South Asia (ICP),SAB,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,..
South Sudan,SSD,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,113.6475
Spain,ESP,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,0.88519075860848
Sri Lanka,LKA,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,152.446413948767
St. Kitts and Nevis,KNA,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,2.7
St. Lucia,LCA,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,2.7
St. Vincent and the Grenadines,VCT,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,2.7
Sub-Saharan Africa (ICP),SSB,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,..
Sudan,SDN,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,20.13
Suriname,SUR,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,7.55
Sweden,SWE,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,8.52890147826857
Switzerland,CHE,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,0.984066566345047
Syrian Arab Republic,SYR,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,492.610833333333
"Taiwan, China",TWN,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,30.4424166666667
Tajikistan,TJK,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,8.5497
Tanzania,TZA,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,2228.85762899348
Thailand,THA,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,33.9398110566858
Timor-Leste,TLS,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,1
Togo,TGO,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,582.074857964167
Tokelau,TKL,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,1.407408
Tonga,TON,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,2.2059726971784
Trinidad and Tobago,TTO,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,6.7795
Tunisia,TUN,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,2.419425
Turkey,TUR,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,3.648133
Turkmenistan,TKM,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,3.5
Turks and Caicos Islands,TCA,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,1
Tuvalu,TUV,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,1.3047580767
Uganda,UGA,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,3611.22445804461
Ukraine,UKR,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,26.5966063
United Arab Emirates,ARE,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,3.6725
United Kingdom,GBR,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,0.776020182349296
United States,USA,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,1
Uruguay,URY,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,28.6763900713333
Uzbekistan,UZB,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,4999.02
Vanuatu,VUT,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,107.820833333333
"Venezuela, RB",VEN,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,..
Vietnam,VNM,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,22370.0866666667
"Virgin Islands, British",VGB,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,1
Wallis and Futuna,WLF,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,105.89464283496
West Bank and Gaza,PSE,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,3.6
WORLD,WLD,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,..
Yemen,YEM,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,..
Zambia,ZMB,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,9.51950141981807
Zimbabwe,ZWE,Market exchange rate (US$ = 1),EXR,SP.EXCHG.RATE.ICP:Exchange Rate Value,SP.EXCHG.RATE.ICP,1
