Country Name,Country Code,Classification Name,Classification Code,Series Name,Series Code,2017 [YR2017]
Azerbaijan,AZE,Price level index (World = 100),PX.WL,"1101180:Sugar, jam, honey, chocolate and confectionery",1101180,64.4409027243368
Azerbaijan,AZE,Price level index (World = 100),PX.WL,1101200:NON-ALCOHOLIC BEVERAGES,1101200,61.1929463384338
Azerbaijan,AZE,Price level index (World = 100),PX.WL,1102100:ALCOHOLIC BEVERAGES,1102100,42.0553521309244
"Bahamas, The",BHS,Price level index (World = 100),PX.WL,1101100:FOOD,1101100,156.741955770028
"Bahamas, The",BHS,Price level index (World = 100),PX.WL,1101110:Bread and cereals,1101110,195.609203196579
"Bahamas, The",BHS,Price level index (World = 100),PX.WL,1101120:Meat,1101120,99.9238290654759
"Bahamas, The",BHS,Price level index (World = 100),PX.WL,1101130:Fish and seafood,1101130,101.474413972663
"Bahamas, The",BHS,Price level index (World = 100),PX.WL,"1101140:Milk, cheese and eggs",1101140,204.566238479766
"Bahamas, The",BHS,Price level index (World = 100),PX.WL,1101150:Oils and fats,1101150,138.610238750813
"Bahamas, The",BHS,Price level index (World = 100),PX.WL,1101160:Fruit,1101160,268.515307920565
"Bahamas, The",BHS,Price level index (World = 100),PX.WL,1101170:Vegetables,1101170,183.108792250854
"Bahamas, The",BHS,Price level index (World = 100),PX.WL,"1101180:Sugar, jam, honey, chocolate and confectionery",1101180,252.734222741817
"Bahamas, The",BHS,Price level index (World = 100),PX.WL,1101200:NON-ALCOHOLIC BEVERAGES,1101200,146.062249506836
"Bahamas, The",BHS,Price level index (World = 100),PX.WL,1102100:ALCOHOLIC BEVERAGES,1102100,226.758416253187
Bahrain,BHR,Price level index (World = 100),PX.WL,1101100:FOOD,1101100,110.877874960491
Bahrain,BHR,Price level index (World = 100),PX.WL,1101110:Bread and cereals,1101110,117.216802423363
Bahrain,BHR,Price level index (World = 100),PX.WL,1101120:Meat,1101120,108.764625050045
Bahrain,BHR,Price level index (World = 100),PX.WL,1101130:Fish and seafood,1101130,75.6823167432996
Bahrain,BHR,Price level index (World = 100),PX.WL,"1101140:Milk, cheese and eggs",1101140,104.665856336253
Bahrain,BHR,Price level index (World = 100),PX.WL,1101150:Oils and fats,1101150,144.078580989629
Bahrain,BHR,Price level index (World = 100),PX.WL,1101160:Fruit,1101160,150.80565655749
Bahrain,BHR,Price level index (World = 100),PX.WL,1101170:Vegetables,1101170,117.694345831659
Bahrain,BHR,Price level index (World = 100),PX.WL,"1101180:Sugar, jam, honey, chocolate and confectionery",1101180,139.723564047238
Bahrain,BHR,Price level index (World = 100),PX.WL,1101200:NON-ALCOHOLIC BEVERAGES,1101200,83.7319302609219
Bahrain,BHR,Price level index (World = 100),PX.WL,1102100:ALCOHOLIC BEVERAGES,1102100,444.903757805398
Bangladesh,BGD,Price level index (World = 100),PX.WL,1101100:FOOD,1101100,79.0936603574345
Bangladesh,BGD,Price level index (World = 100),PX.WL,1101110:Bread and cereals,1101110,79.4138231437118
Bangladesh,BGD,Price level index (World = 100),PX.WL,1101120:Meat,1101120,85.1365405982264
Bangladesh,BGD,Price level index (World = 100),PX.WL,1101130:Fish and seafood,1101130,73.5238304050351
Bangladesh,BGD,Price level index (World = 100),PX.WL,"1101140:Milk, cheese and eggs",1101140,93.7779336666372
Bangladesh,BGD,Price level index (World = 100),PX.WL,1101150:Oils and fats,1101150,113.829327283957
Bangladesh,BGD,Price level index (World = 100),PX.WL,1101160:Fruit,1101160,88.452794744108
Bangladesh,BGD,Price level index (World = 100),PX.WL,1101170:Vegetables,1101170,54.5892764314453
Bangladesh,BGD,Price level index (World = 100),PX.WL,"1101180:Sugar, jam, honey, chocolate and confectionery",1101180,84.3276543984507
Bangladesh,BGD,Price level index (World = 100),PX.WL,1101200:NON-ALCOHOLIC BEVERAGES,1101200,77.4779688509848
Bangladesh,BGD,Price level index (World = 100),PX.WL,1102100:ALCOHOLIC BEVERAGES,1102100,..
Barbados,BRB,Price level index (World = 100),PX.WL,1101100:FOOD,1101100,182.577797008659
Barbados,BRB,Price level index (World = 100),PX.WL,1101110:Bread and cereals,1101110,186.544338975374
Barbados,BRB,Price level index (World = 100),PX.WL,1101120:Meat,1101120,155.653956596377
Barbados,BRB,Price level index (World = 100),PX.WL,1101130:Fish and seafood,1101130,155.371900740506
Barbados,BRB,Price level index (World = 100),PX.WL,"1101140:Milk, cheese and eggs",1101140,146.895408631793
Barbados,BRB,Price level index (World = 100),PX.WL,1101150:Oils and fats,1101150,166.461417681988
Barbados,BRB,Price level index (World = 100),PX.WL,1101160:Fruit,1101160,305.285450944143
Barbados,BRB,Price level index (World = 100),PX.WL,1101170:Vegetables,1101170,308.204873430358
Barbados,BRB,Price level index (World = 100),PX.WL,"1101180:Sugar, jam, honey, chocolate and confectionery",1101180,171.815434038204
Barbados,BRB,Price level index (World = 100),PX.WL,1101200:NON-ALCOHOLIC BEVERAGES,1101200,295.241381955844
Barbados,BRB,Price level index (World = 100),PX.WL,1102100:ALCOHOLIC BEVERAGES,1102100,200.389626171836
Belarus,BLR,Price level index (World = 100),PX.WL,1101100:FOOD,1101100,64.894200279174
Belarus,BLR,Price level index (World = 100),PX.WL,1101110:Bread and cereals,1101110,63.2562314346107
Belarus,BLR,Price level index (World = 100),PX.WL,1101120:Meat,1101120,66.3697571110652
Belarus,BLR,Price level index (World = 100),PX.WL,1101130:Fish and seafood,1101130,74.0812446907261
Belarus,BLR,Price level index (World = 100),PX.WL,"1101140:Milk, cheese and eggs",1101140,65.819486345975
Belarus,BLR,Price level index (World = 100),PX.WL,1101150:Oils and fats,1101150,72.9493172638848
Belarus,BLR,Price level index (World = 100),PX.WL,1101160:Fruit,1101160,82.9737941065782
Belarus,BLR,Price level index (World = 100),PX.WL,1101170:Vegetables,1101170,63.1486391655052
Belarus,BLR,Price level index (World = 100),PX.WL,"1101180:Sugar, jam, honey, chocolate and confectionery",1101180,77.0160969484735
Belarus,BLR,Price level index (World = 100),PX.WL,1101200:NON-ALCOHOLIC BEVERAGES,1101200,73.8770853572817
Belarus,BLR,Price level index (World = 100),PX.WL,1102100:ALCOHOLIC BEVERAGES,1102100,49.5354873257498
Belgium,BEL,Price level index (World = 100),PX.WL,1101100:FOOD,1101100,129.239878779203
Belgium,BEL,Price level index (World = 100),PX.WL,1101110:Bread and cereals,1101110,133.294989159195
Belgium,BEL,Price level index (World = 100),PX.WL,1101120:Meat,1101120,154.93465584303
Belgium,BEL,Price level index (World = 100),PX.WL,1101130:Fish and seafood,1101130,159.719424688161
Belgium,BEL,Price level index (World = 100),PX.WL,"1101140:Milk, cheese and eggs",1101140,107.304563777815
Belgium,BEL,Price level index (World = 100),PX.WL,1101150:Oils and fats,1101150,100.52154724666
Belgium,BEL,Price level index (World = 100),PX.WL,1101160:Fruit,1101160,146.398853096959
Belgium,BEL,Price level index (World = 100),PX.WL,1101170:Vegetables,1101170,132.844691957518
Belgium,BEL,Price level index (World = 100),PX.WL,"1101180:Sugar, jam, honey, chocolate and confectionery",1101180,94.0164724062351
Belgium,BEL,Price level index (World = 100),PX.WL,1101200:NON-ALCOHOLIC BEVERAGES,1101200,113.07162493225
Belgium,BEL,Price level index (World = 100),PX.WL,1102100:ALCOHOLIC BEVERAGES,1102100,93.478112910627
Belize,BLZ,Price level index (World = 100),PX.WL,1101100:FOOD,1101100,119.771763454863
Belize,BLZ,Price level index (World = 100),PX.WL,1101110:Bread and cereals,1101110,138.29577684666
Belize,BLZ,Price level index (World = 100),PX.WL,1101120:Meat,1101120,99.8657238585946
Belize,BLZ,Price level index (World = 100),PX.WL,1101130:Fish and seafood,1101130,121.977332079515
Belize,BLZ,Price level index (World = 100),PX.WL,"1101140:Milk, cheese and eggs",1101140,114.470119858178
Belize,BLZ,Price level index (World = 100),PX.WL,1101150:Oils and fats,1101150,147.406681432683
Belize,BLZ,Price level index (World = 100),PX.WL,1101160:Fruit,1101160,72.5984686896714
Belize,BLZ,Price level index (World = 100),PX.WL,1101170:Vegetables,1101170,174.430989656657
Belize,BLZ,Price level index (World = 100),PX.WL,"1101180:Sugar, jam, honey, chocolate and confectionery",1101180,100.168480223113
Belize,BLZ,Price level index (World = 100),PX.WL,1101200:NON-ALCOHOLIC BEVERAGES,1101200,139.921189693169
Belize,BLZ,Price level index (World = 100),PX.WL,1102100:ALCOHOLIC BEVERAGES,1102100,207.799887521182
Benin,BEN,Price level index (World = 100),PX.WL,1101100:FOOD,1101100,81.5655774335576
Benin,BEN,Price level index (World = 100),PX.WL,1101110:Bread and cereals,1101110,82.0334131416566
Benin,BEN,Price level index (World = 100),PX.WL,1101120:Meat,1101120,67.3384087915124
Benin,BEN,Price level index (World = 100),PX.WL,1101130:Fish and seafood,1101130,73.6994319312522
Benin,BEN,Price level index (World = 100),PX.WL,"1101140:Milk, cheese and eggs",1101140,145.570393874218
Benin,BEN,Price level index (World = 100),PX.WL,1101150:Oils and fats,1101150,79.6369915447319
Benin,BEN,Price level index (World = 100),PX.WL,1101160:Fruit,1101160,59.9870711534345
Benin,BEN,Price level index (World = 100),PX.WL,1101170:Vegetables,1101170,91.1861959496482
Benin,BEN,Price level index (World = 100),PX.WL,"1101180:Sugar, jam, honey, chocolate and confectionery",1101180,103.687713289477
Benin,BEN,Price level index (World = 100),PX.WL,1101200:NON-ALCOHOLIC BEVERAGES,1101200,96.8892144109066
Benin,BEN,Price level index (World = 100),PX.WL,1102100:ALCOHOLIC BEVERAGES,1102100,90.6957258484935
Bermuda,BMU,Price level index (World = 100),PX.WL,1101100:FOOD,1101100,181.644529327272
Bermuda,BMU,Price level index (World = 100),PX.WL,1101110:Bread and cereals,1101110,322.793904186257
Bermuda,BMU,Price level index (World = 100),PX.WL,1101120:Meat,1101120,107.139171749204
Bermuda,BMU,Price level index (World = 100),PX.WL,1101130:Fish and seafood,1101130,137.921507292716
Bermuda,BMU,Price level index (World = 100),PX.WL,"1101140:Milk, cheese and eggs",1101140,192.981307371747
Bermuda,BMU,Price level index (World = 100),PX.WL,1101150:Oils and fats,1101150,259.067770391563
Bermuda,BMU,Price level index (World = 100),PX.WL,1101160:Fruit,1101160,165.412828533065
Bermuda,BMU,Price level index (World = 100),PX.WL,1101170:Vegetables,1101170,238.895801551508
Bermuda,BMU,Price level index (World = 100),PX.WL,"1101180:Sugar, jam, honey, chocolate and confectionery",1101180,146.287397712414
Bermuda,BMU,Price level index (World = 100),PX.WL,1101200:NON-ALCOHOLIC BEVERAGES,1101200,231.519588367976
Bermuda,BMU,Price level index (World = 100),PX.WL,1102100:ALCOHOLIC BEVERAGES,1102100,242.130420328447
Bhutan,BTN,Price level index (World = 100),PX.WL,1101100:FOOD,1101100,69.4805437684582
Bhutan,BTN,Price level index (World = 100),PX.WL,1101110:Bread and cereals,1101110,71.6290442504393
Bhutan,BTN,Price level index (World = 100),PX.WL,1101120:Meat,1101120,63.8701489285376
Bhutan,BTN,Price level index (World = 100),PX.WL,1101130:Fish and seafood,1101130,61.9546140657189
